Brand,Model,Year,VehicleAge,UsedOrNew,Transmission,DriveType,FuelType,EngineSizeL,Cylinders,FuelConsumption_L100km,Kilometres,ExteriorColour,InteriorColour,State,BodyType,Doors,Seats,Price,PricePerYearAge
Ford,Ranger,2019,4,USED,Automatic,4WD,Diesel,3.2,5.0,8.7,134266.0,Silver,,VIC,Ute / Tray,4.0,5.0,37990.0,9497.5
Holden,Colorado,2017,6,USED,Automatic,Rear,Diesel,2.8,4.0,8.8,105308.0,White,Black,QLD,Ute / Tray,4.0,5.0,29990.0,4998.333333333333
BMW,330I,2019,4,USED,Automatic,Rear,Unleaded,2.0,4.0,6.4,42597.0,Black,Black,QLD,Sedan,4.0,5.0,51892.0,12973.0
Volkswagen,Touareg,2004,19,USED,Automatic,4WD,Premium,3.2,6.0,19.1,221822.0,Silver,,VIC,SUV,4.0,5.0,7999.0,421.0
Kia,Cerato,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,33425.0,White,,QLD,Hatchback,5.0,5.0,24998.0,12499.0
Ford,Focus,2002,21,USED,Automatic,Front,Unleaded,2.0,4.0,8.0,128875.0,White,Grey,VIC,Sedan,4.0,5.0,7450.0,354.76190476190476
Holden,Equinox,2018,5,USED,Automatic,Front,Premium,2.0,4.0,8.2,92818.0,White,Grey,VIC,SUV,4.0,5.0,24990.0,4998.0
Holden,Colorado,2014,9,USED,Automatic,4WD,Diesel,2.8,4.0,9.1,117717.0,White,Cloth,QLD,Ute / Tray,4.0,5.0,28886.0,3209.5555555555557
Toyota,Landcruiser,2019,4,USED,Manual,4WD,Diesel,4.5,8.0,10.7,140579.0,White,2019,VIC,Ute / Tray,4.0,5.0,97450.0,24362.5
Toyota,RAV4,2021,2,USED,Automatic,Front,Hybrid,2.5,4.0,4.7,89563.0,Blue,Black,VIC,SUV,5.0,5.0,54990.0,27495.0
Holden,Barina,2015,8,USED,Automatic,Front,Premium,1.4,4.0,6.5,57316.0,Red,Black,QLD,Hatchback,5.0,5.0,15990.0,1998.75
Toyota,Hilux,2011,12,USED,Automatic,4WD,Diesel,3.0,4.0,9.3,219078.0,Grey,,QLD,Ute / Tray,4.0,5.0,32990.0,2749.1666666666665
Volkswagen,Golf,2018,5,USED,Automatic,Front,Premium,2.0,4.0,6.7,72283.0,White,Black,QLD,Hatchback,5.0,5.0,39850.0,7970.0
Skoda,Kodiaq,2021,2,USED,Automatic,4WD,Premium,2.0,4.0,7.6,44591.0,White,Leather,VIC,SUV,4.0,7.0,43990.0,21995.0
Holden,Colorado,2013,10,USED,Automatic,4WD,Diesel,2.8,4.0,9.1,170161.0,White,Grey,QLD,Ute / Tray,4.0,5.0,25990.0,2599.0
Volkswagen,Golf,2016,7,USED,Automatic,Front,Premium,1.4,4.0,5.4,92632.0,White,Black,VIC,Wagon,4.0,5.0,19990.0,2855.714285714286
Holden,Colorado,2017,6,USED,Automatic,4WD,Diesel,2.8,4.0,9.1,61257.0,Black,Black,QLD,Ute / Tray,4.0,5.0,47990.0,7998.333333333333
Mitsubishi,Outlander,2022,1,USED,Automatic,Front,Unleaded,2.5,4.0,7.7,16813.0,White,Cloth,QLD,SUV,4.0,7.0,41990.0,41990.0
Holden,Barina,2012,11,USED,Automatic,Front,Unleaded,1.6,4.0,6.6,86009.0,Blue,Grey,VIC,Sedan,4.0,5.0,11499.0,1045.3636363636363
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,59139.0,Blue,Black,VIC,Hatchback,5.0,5.0,24950.0,8316.666666666666
Lexus,CT200H,2017,6,USED,Automatic,Front,Hybrid,1.8,4.0,4.1,82635.0,Black,,VIC,Hatchback,5.0,5.0,32780.0,5463.333333333333
Audi,A3,2014,9,USED,Automatic,Front,Premium,1.8,4.0,5.8,94700.0,Grey,Black,VIC,Convertible,2.0,4.0,24888.0,2765.3333333333335
Mercedes-Benz,GLS500,2018,5,USED,Automatic,AWD,Premium,4.7,8.0,11.3,73645.0,Black,,QLD,SUV,4.0,7.0,79800.0,15960.0
Toyota,Estima,2013,10,USED,,Other,,,,,66604.0,Black,,VIC,Wagon,,,29950.0,2995.0
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,37004.0,White,Grey,QLD,Sedan,4.0,5.0,26999.0,8999.666666666666
BMW,X4,2018,5,USED,Automatic,AWD,Diesel,3.0,6.0,6.0,39233.0,Blue,Black,VIC,SUV,5.0,5.0,64999.0,12999.8
Volkswagen,Tiguan,2018,5,USED,Automatic,AWD,Premium,2.0,4.0,8.3,85822.0,White,Black,QLD,SUV,4.0,7.0,40990.0,8198.0
BMW,420I,2023,0,DEMO,Automatic,Rear,,2.0,4.0,6.5,1568.0,White,Black Alcantara & Sensatec & Contrast Stitching,VIC,Hatchback,4.0,5.0,83680.0,83680.0
Volkswagen,Tiguan,2019,4,USED,Automatic,AWD,Premium,2.0,4.0,7.9,58761.0,White,,QLD,SUV,4.0,7.0,36990.0,9247.5
Holden,Equinox,2018,5,USED,Automatic,AWD,Premium,2.0,4.0,8.4,69707.0,White,,QLD,SUV,4.0,5.0,28990.0,5798.0
Hyundai,Santa,2007,16,USED,Automatic,4WD,Diesel,2.2,4.0,8.2,213011.0,White,,QLD,SUV,4.0,5.0,13990.0,874.375
Audi,S3,2015,8,USED,Automatic,AWD,Premium,2.0,4.0,6.9,105030.0,Black,Black,VIC,Hatchback,5.0,5.0,31932.0,3991.5
Holden,Colorado,2017,6,USED,Automatic,4WD,Diesel,2.8,4.0,9.0,259000.0,White,Black,VIC,Ute / Tray,4.0,5.0,19999.0,3333.1666666666665
Mazda,CX-3,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,6.1,45700.0,Black,,QLD,SUV,4.0,5.0,17500.0,3500.0
Hyundai,I30,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,24885.0,White,Black,QLD,Hatchback,5.0,5.0,26990.0,13495.0
Holden,Barina,2017,6,USED,Automatic,Front,Premium,1.6,4.0,6.6,75906.0,Black,,QLD,Hatchback,5.0,5.0,15990.0,2665.0
Nissan,X-Trail,2020,3,USED,Automatic,4WD,Unleaded,2.5,4.0,8.3,59814.0,Blue,,QLD,SUV,4.0,5.0,28990.0,9663.333333333334
Subaru,Forester,2019,4,USED,Automatic,AWD,Unleaded,2.5,4.0,7.4,73004.0,Green,Grey,VIC,SUV,4.0,5.0,33868.0,8467.0
Mazda,6,2016,7,USED,Automatic,Front,Unleaded,2.5,4.0,6.6,50011.0,Silver,Black,VIC,Sedan,4.0,5.0,25990.0,3712.8571428571427
Ford,Everest,2018,5,USED,Automatic,4WD,Diesel,3.2,5.0,8.5,69860.0,Grey,Black Leather,VIC,SUV,4.0,7.0,57999.0,11599.8
Toyota,Yaris,2021,2,USED,,Other,,,,,12929.0,White,,VIC,Hatchback,,,29747.0,14873.5
Nissan,X-Trail,2020,3,USED,Automatic,4WD,Unleaded,2.5,4.0,8.3,20161.0,Black,Black,VIC,SUV,4.0,5.0,41990.0,13996.666666666666
Volkswagen,Golf,2018,5,USED,Automatic,Front,Premium,1.4,4.0,5.4,66039.0,Blue,Grey,QLD,Hatchback,5.0,5.0,23990.0,4798.0
Toyota,RAV4,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,7.0,82084.0,Blue,Black,VIC,SUV,4.0,5.0,30950.0,6190.0
Holden,Astra,2018,5,USED,Automatic,Front,Unleaded,1.4,4.0,6.1,59863.0,White,,VIC,Sedan,4.0,5.0,22888.0,4577.6
Volkswagen,Tiguan,2018,5,USED,Automatic,AWD,Premium,2.0,4.0,8.1,92492.0,White,,QLD,SUV,4.0,5.0,39990.0,7998.0
Nissan,X-Trail,2021,2,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,34810.0,White,Grey,VIC,SUV,4.0,5.0,36990.0,18495.0
Ford,Everest,2017,6,USED,Automatic,AWD,Diesel,3.2,5.0,8.5,92068.0,Black,Black Leather,VIC,SUV,4.0,7.0,44499.0,7416.5
Toyota,C-HR,2020,3,USED,Automatic,Front,Premium,1.2,4.0,6.4,45159.0,Grey,,QLD,SUV,5.0,5.0,38990.0,12996.666666666666
Mitsubishi,ASX,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,77823.0,Silver,Black,VIC,SUV,4.0,5.0,25950.0,6487.5
Volkswagen,Touareg,2015,8,USED,Automatic,AWD,Diesel,3.0,6.0,7.4,118344.0,Black,Leather,QLD,SUV,4.0,5.0,33990.0,4248.75
Jeep,Grand,2014,9,USED,Automatic,4WD,Premium,6.4,8.0,14.0,118687.0,White,,VIC,SUV,4.0,5.0,54898.0,6099.777777777777
Volkswagen,Crafter,2019,4,USED,Automatic,Front,Diesel,,,,67598.0,White,Titanium Black Cloth,QLD,Ute / Tray,,,53995.0,13498.75
Land,Rover,2014,9,USED,Automatic,AWD,Diesel,3.0,6.0,7.5,138373.0,White,,VIC,SUV,4.0,5.0,64999.0,7222.111111111111
Mitsubishi,Pajero,2020,3,USED,Automatic,4WD,Diesel,2.4,4.0,8.0,49950.0,Black,Leather,VIC,SUV,4.0,7.0,49890.0,16630.0
Nissan,Navara,2019,4,USED,Manual,Front,Diesel,2.3,4.0,6.4,72934.0,White,Black,QLD,Ute / Tray,2.0,2.0,25990.0,6497.5
Holden,Commodore,2009,14,USED,Automatic,Rear,Unleaded,3.6,6.0,10.1,71472.0,Silver,,VIC,Sedan,4.0,5.0,15990.0,1142.142857142857
Nissan,Elgrand,2005,18,USED,Automatic,Other,,,,,65338.0,Silver,,VIC,Wagon,,,19950.0,1108.3333333333333
BMW,X5,2023,0,USED,Automatic,AWD,Premium,4.4,8.0,11.5,2229.0,Grey,Sensafin Dekorgesteppt,VIC,SUV,4.0,5.0,154000.0,154000.0
Kia,Sportage,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,69559.0,White,,QLD,SUV,4.0,5.0,28987.0,7246.75
Holden,Colorado,2017,6,USED,Automatic,Rear,Diesel,2.8,4.0,8.8,110000.0,White,,QLD,Ute / Tray,2.0,2.0,26999.0,4499.833333333333
Toyota,Camry,2010,13,USED,Automatic,Front,Unleaded,2.4,4.0,8.8,247000.0,,,VIC,Sedan,4.0,5.0,10499.0,807.6153846153846
Mercedes-Benz,GLC200,2019,4,USED,Automatic,Rear,Premium,2.0,4.0,7.8,50680.0,Silver,Leather,VIC,SUV,4.0,5.0,57990.0,14497.5
Toyota,RAV4,2020,3,USED,Automatic,AWD,Hybrid,2.5,4.0,4.8,61141.0,Blue,Black,QLD,SUV,5.0,5.0,47990.0,15996.666666666666
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,54992.0,White,,QLD,Sedan,4.0,5.0,23498.0,7832.666666666667
Nissan,X-Trail,2021,2,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,18949.0,White,Grey,VIC,SUV,4.0,5.0,37990.0,18995.0
Volkswagen,Golf,2013,10,USED,Automatic,Front,Premium,1.4,4.0,5.4,146889.0,Silver,Black,VIC,Hatchback,5.0,5.0,14980.0,1498.0
Lexus,ES250,2021,2,USED,Automatic,Front,Premium,2.5,4.0,6.6,12351.0,Blue,Beige,QLD,Sedan,4.0,5.0,57990.0,28995.0
Toyota,RAV4,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,6.5,27869.0,White,,QLD,SUV,5.0,5.0,42495.0,21247.5
Nissan,Elgrand,2008,15,USED,Automatic,Other,,,,,81866.0,Blue,,VIC,Wagon,,,19950.0,1330.0
Holden,Malibu,2014,9,USED,Automatic,Front,Unleaded,2.4,4.0,8.0,140596.0,Red,,VIC,Sedan,4.0,5.0,13999.0,1555.4444444444443
Jeep,Cherokee,2014,9,USED,Automatic,4WD,Diesel,2.0,4.0,5.8,101855.0,Red,Black,VIC,SUV,4.0,5.0,24990.0,2776.6666666666665
Toyota,Yaris,2014,9,USED,Automatic,Front,Unleaded,,,,153995.0,Blue,,QLD,Hatchback,,,13999.0,1555.4444444444443
Holden,Equinox,2017,6,USED,Automatic,Front,Premium,2.0,4.0,8.2,127183.0,Grey,,VIC,SUV,4.0,5.0,20990.0,3498.3333333333335
Holden,UTE,2016,7,USED,Manual,Rear,Unleaded,3.6,6.0,9.8,66204.0,Green,Black,VIC,Ute / Tray,2.0,2.0,37800.0,5400.0
Toyota,RAV4,2019,4,USED,Automatic,AWD,Hybrid,2.5,4.0,4.8,68582.0,Red,Cloth,VIC,SUV,5.0,5.0,53888.0,13472.0
Honda,CR-V,2019,4,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,4465.0,White,Black,VIC,SUV,4.0,7.0,41990.0,10497.5
Kia,Sorento,2016,7,USED,Automatic,Front,Unleaded,3.3,6.0,9.9,29034.0,Grey,Black,QLD,SUV,4.0,7.0,30497.0,4356.714285714285
Honda,Accord,2014,9,USED,Automatic,Front,Unleaded,2.4,4.0,8.1,132447.0,Red,Black,QLD,Sedan,4.0,5.0,18980.0,2108.8888888888887
Ford,Mustang,2018,5,USED,Automatic,Rear,Premium,,,,26000.0,Grey,Black Leather,VIC,Other,,,63499.0,12699.8
Hyundai,Kona,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.2,75915.0,White,Black,VIC,SUV,4.0,5.0,24497.0,6124.25
Nissan,X-Trail,2013,10,USED,Automatic,Front,Unleaded,2.0,4.0,8.4,149471.0,Grey,Black,VIC,SUV,4.0,5.0,11999.0,1199.9
Toyota,Corolla,2018,5,USED,Automatic,Front,Unleaded,1.8,4.0,6.1,64507.0,Silver,Black,VIC,Hatchback,5.0,5.0,28888.0,5777.6
Alfa,Romeo,2019,4,USED,Automatic,AWD,Premium,2.9,6.0,10.2,63319.0,Blue,Black,VIC,SUV,4.0,5.0,91990.0,22997.5
Toyota,C-HR,2021,2,USED,Automatic,Front,Premium,1.2,4.0,6.4,28396.0,White,Black,VIC,SUV,4.0,5.0,36868.0,18434.0
BMW,230I,2017,6,USED,Automatic,Rear,Premium,2.0,4.0,6.2,19500.0,White,2018,QLD,Coupe,2.0,4.0,39950.0,6658.333333333333
MG,ZST,2023,0,NEW,Automatic,Front,,1.3,3.0,7.3,10.0,Red,,QLD,SUV,5.0,5.0,33690.0,33690.0
Chery,Omoda5,2023,0,DEMO,Automatic,Front,,1.5,4.0,6.9,25.0,Silver,Black,VIC,SUV,4.0,5.0,36990.0,36990.0
Mazda,BT-50,2018,5,USED,Automatic,4WD,Diesel,3.2,5.0,10.0,153000.0,Grey,Black,VIC,Ute / Tray,4.0,4.0,34900.0,6980.0
Holden,Captiva,2017,6,USED,Automatic,Front,Unleaded,2.4,4.0,9.0,164860.0,Blue,,QLD,SUV,4.0,7.0,19990.0,3331.6666666666665
Toyota,Landcruiser,2007,16,USED,Automatic,4WD,Diesel,3.0,4.0,9.3,321000.0,,,VIC,SUV,4.0,8.0,21999.0,1374.9375
Toyota,Kluger,2008,15,USED,Automatic,4WD,Unleaded,3.5,6.0,11.0,279105.0,Black,,VIC,SUV,4.0,7.0,14999.0,999.9333333333333
Toyota,Kluger,2010,13,USED,Automatic,4WD,Unleaded,3.5,6.0,11.0,161733.0,,,VIC,SUV,4.0,5.0,14999.0,1153.7692307692307
Subaru,Liberty,2017,6,USED,Automatic,AWD,Premium,3.6,6.0,9.9,54642.0,White,,VIC,Sedan,4.0,5.0,31990.0,5331.666666666667
Hyundai,I30,2022,1,USED,Automatic,Front,Premium,2.0,4.0,8.2,6000.0,White,2022,QLD,Sedan,4.0,5.0,49950.0,49950.0
Subaru,Liberty,2019,4,USED,Automatic,AWD,Unleaded,3.6,6.0,9.9,75906.0,White,Black,VIC,Sedan,4.0,5.0,35950.0,8987.5
Holden,Captiva,2017,6,USED,Automatic,AWD,Diesel,2.2,4.0,8.1,81745.0,Grey,Black,VIC,SUV,4.0,7.0,21490.0,3581.6666666666665
Kia,Carnival,2019,4,USED,Automatic,Front,Unleaded,3.3,6.0,11.6,93723.0,Blue,Black,VIC,Wagon,4.0,8.0,41990.0,10497.5
MG,HS,2022,1,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,30611.0,Black,Red,VIC,SUV,4.0,5.0,34950.0,34950.0
HSV,Maloo,2008,15,USED,Manual,Rear,Premium,6.0,8.0,14.5,132419.0,Green,,VIC,Ute / Tray,2.0,2.0,49999.0,3333.266666666667
Toyota,Kluger,2019,4,USED,Automatic,Front,Unleaded,3.5,6.0,9.3,86607.0,Grey,Black,VIC,SUV,4.0,7.0,49970.0,12492.5
Renault,Arkana,2022,1,NEW,Automatic,Front,Unleaded,1.3,4.0,6.0,8.0,White,,QLD,SUV,4.0,5.0,48490.0,48490.0
Toyota,Crown,2007,16,USED,Automatic,Other,Unleaded,,,,122898.0,Black,,VIC,Other,,,19899.0,1243.6875
Isuzu,MU-X,2022,1,USED,Automatic,4WD,Diesel,3.0,4.0,8.3,26743.0,White,,QLD,SUV,4.0,7.0,49999.0,49999.0
Holden,Acadia,2019,4,USED,Automatic,Front,Unleaded,3.6,6.0,8.9,61420.0,Blue,Black,VIC,SUV,4.0,7.0,36880.0,9220.0
Renault,Arkana,2023,0,NEW,Automatic,Front,,1.3,4.0,6.0,12.0,Red,Black Leather,VIC,SUV,4.0,5.0,46990.0,46990.0
Kia,Cerato,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,24575.0,White,Black,QLD,Sedan,4.0,5.0,26490.0,13245.0
Holden,Captiva,2009,14,USED,Automatic,4WD,Diesel,2.0,4.0,8.7,173459.0,Silver,,QLD,SUV,4.0,7.0,8999.0,642.7857142857143
Audi,SQ5,2019,4,USED,Automatic,AWD,Premium,3.0,6.0,8.7,64490.0,Grey,Black,VIC,SUV,4.0,5.0,76990.0,19247.5
Honda,Fit,2017,6,USED,,Other,,,,,33630.0,Blue,,VIC,Hatchback,,,26950.0,4491.666666666667
Jaguar,XKR,2014,9,USED,Automatic,Rear,Premium,5.0,8.0,12.3,53620.0,Black,Black,VIC,Coupe,2.0,4.0,105990.0,11776.666666666666
Mitsubishi,Triton,2021,2,USED,Automatic,4WD,Diesel,2.4,4.0,8.6,57429.0,White,,QLD,Ute / Tray,4.0,5.0,43990.0,21995.0
Kia,Picanto,2020,3,USED,Automatic,Front,Unleaded,1.2,4.0,5.8,43664.0,,,QLD,Hatchback,5.0,5.0,20490.0,6830.0
BMW,118I,2021,2,USED,Automatic,Front,Premium,1.5,3.0,5.9,3622.0,White,Red,VIC,Hatchback,5.0,5.0,48888.0,24444.0
Mitsubishi,Triton,2018,5,USED,Automatic,4WD,Diesel,2.4,4.0,7.6,59319.0,Silver,Cloth,VIC,Ute / Tray,4.0,5.0,48888.0,9777.6
Toyota,Corolla,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,6.0,14168.0,White,,QLD,Hatchback,5.0,5.0,29895.0,14947.5
Hyundai,I30,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,33454.0,White,Black,QLD,Hatchback,5.0,5.0,25990.0,12995.0
Mazda,CX-8,2019,4,USED,Automatic,Front,Diesel,2.2,4.0,5.7,45302.0,Silver,Black,VIC,SUV,4.0,7.0,39990.0,9997.5
Hyundai,I30,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,28834.0,White,Black,QLD,Hatchback,4.0,5.0,28990.0,14495.0
Nissan,Pathfinder,2018,5,USED,Automatic,Front,Unleaded,,,,52414.0,White,Black,VIC,Wagon,,,37888.0,7577.6
Toyota,Vellfire,2010,13,USED,Automatic,Other,Unleaded,,,,161100.0,Black,,VIC,Wagon,,,17999.0,1384.5384615384614
Audi,TT,2017,6,USED,Automatic,AWD,Premium,2.5,5.0,8.6,42750.0,Grey,Black,VIC,Convertible,2.0,4.0,95990.0,15998.333333333334
Nissan,Navara,2018,5,USED,Manual,Rear,Diesel,2.3,4.0,6.6,194201.0,White,,QLD,Ute / Tray,2.0,2.0,19990.0,3998.0
Mitsubishi,Triton,2018,5,USED,Automatic,Rear,Diesel,2.4,4.0,7.5,108105.0,White,Black Cloth,QLD,Ute / Tray,4.0,5.0,33749.0,6749.8
Ford,Kuga,2014,9,USED,Automatic,AWD,Diesel,2.0,4.0,6.3,172591.0,White,Black,VIC,SUV,4.0,5.0,14990.0,1665.5555555555557
Renault,Arkana,2022,1,USED,Automatic,Front,Unleaded,1.3,4.0,6.0,8950.0,Grey,,QLD,SUV,4.0,5.0,38750.0,38750.0
Isuzu,D-MAX,2018,5,USED,Manual,4WD,Diesel,3.0,4.0,7.8,229834.0,Black,,QLD,Ute / Tray,4.0,5.0,34990.0,6998.0
Holden,Cruze,2009,14,USED,Automatic,Front,Unleaded,1.8,4.0,7.5,193232.0,Silver,,VIC,Sedan,4.0,5.0,6499.0,464.2142857142857
Ssangyong,Actyon,2010,13,USED,Manual,4WD,Diesel,2.0,4.0,8.0,96477.0,Blue,,QLD,Ute / Tray,4.0,5.0,15995.0,1230.3846153846155
Mercedes-Benz,C63,2011,12,USED,Automatic,Rear,Premium,6.2,8.0,13.4,128093.0,Grey,Black,QLD,Sedan,4.0,5.0,49980.0,4165.0
Mitsubishi,Triton,2018,5,USED,Automatic,4WD,Diesel,2.4,4.0,7.6,105161.0,White,Black,QLD,Ute / Tray,4.0,5.0,35990.0,7198.0
Toyota,Corolla,2014,9,USED,,Other,,,,,193117.0,Black,,VIC,Wagon,,,16950.0,1883.3333333333333
Kia,Cerato,2017,6,USED,Automatic,Front,Unleaded,2.0,4.0,7.3,87705.0,White,Black,QLD,Hatchback,5.0,5.0,19990.0,3331.6666666666665
Mazda,CX-5,2016,7,USED,Automatic,Front,Unleaded,2.0,4.0,6.4,93002.0,Silver,Black,QLD,SUV,4.0,5.0,22990.0,3284.285714285714
Volkswagen,Tiguan,2016,7,USED,Automatic,AWD,Premium,2.0,4.0,7.5,95312.0,Silver,,VIC,SUV,4.0,5.0,27970.0,3995.714285714286
Toyota,Crown,2011,12,USED,,Other,,,,,168069.0,,,VIC,Other,,,19950.0,1662.5
Kia,Grand,2007,16,USED,Automatic,Front,Unleaded,3.8,6.0,12.8,189000.0,Black,,QLD,Wagon,4.0,8.0,9900.0,618.75
Volkswagen,Tiguan,2019,4,USED,Automatic,AWD,Premium,2.0,4.0,7.5,54648.0,White,Black Grey,VIC,SUV,4.0,5.0,45990.0,11497.5
Hyundai,Sonata,2015,8,USED,Automatic,Front,Unleaded,2.4,4.0,8.3,136005.0,White,,QLD,Sedan,4.0,5.0,14999.0,1874.875
Toyota,Corolla,2015,8,USED,Automatic,Front,Unleaded,1.8,4.0,6.1,199672.0,Silver,,VIC,Hatchback,5.0,5.0,17799.0,2224.875
Audi,Q2,2018,5,USED,Automatic,Front,Premium,1.4,4.0,5.3,143539.0,Black,Black,QLD,SUV,4.0,5.0,25990.0,5198.0
Mazda,BT-50,2016,7,USED,Manual,Other,Diesel,,,,181900.0,Black,,QLD,Ute / Tray,,,30999.0,4428.428571428572
Holden,Commodore,2010,13,USED,Automatic,Rear,Unleaded,6.0,8.0,12.9,120110.0,Yellow,,VIC,Ute / Tray,2.0,2.0,25999.0,1999.923076923077
Volvo,XC70,2009,14,USED,Automatic,AWD,,3.2,6.0,11.4,196782.0,,Le,QLD,SUV,4.0,5.0,12990.0,927.8571428571429
Mitsubishi,ASX,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,86117.0,White,Black,VIC,SUV,4.0,5.0,27990.0,6997.5
Nissan,Micra,2011,12,USED,Automatic,Other,Unleaded,,,,141304.0,Red,,QLD,Hatchback,,,8800.0,733.3333333333334
Hyundai,Kona,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.2,58301.0,White,Black,QLD,SUV,4.0,5.0,24607.0,8202.333333333334
Isuzu,D-MAX,2019,4,USED,Automatic,Rear,Diesel,3.0,4.0,7.7,99970.0,White,,VIC,Ute / Tray,4.0,5.0,29999.0,7499.75
Alfa,Romeo,2014,9,USED,Manual,Front,Premium,1.4,4.0,5.6,92500.0,White,Black,QLD,Hatchback,3.0,5.0,10692.0,1188.0
Ford,Focus,2008,15,USED,Automatic,Front,Unleaded,2.0,4.0,8.0,221000.0,Blue,,VIC,Sedan,4.0,5.0,7999.0,533.2666666666667
GWM,Haval,2021,2,USED,Automatic,Front,Premium,1.5,4.0,8.1,27758.0,White,Cloth,QLD,SUV,4.0,5.0,23998.0,11999.0
Mitsubishi,Triton,2005,18,USED,Manual,4WD,Unleaded,3.0,6.0,14.0,296000.0,White,,QLD,Ute / Tray,4.0,5.0,8900.0,494.44444444444446
Ford,Focus,2006,17,USED,Automatic,Front,Unleaded,2.0,4.0,8.0,159534.0,Grey,Black,VIC,Hatchback,5.0,5.0,9999.0,588.1764705882352
Volkswagen,Polo,2013,10,USED,Automatic,Front,Premium,1.4,4.0,6.1,171519.0,Black,,QLD,Hatchback,5.0,5.0,14995.0,1499.5
Holden,Commodore,2007,16,USED,Automatic,Rear,Unleaded,3.6,6.0,11.0,141281.0,Red,,VIC,Sedan,4.0,5.0,16990.0,1061.875
Hyundai,Tucson,2016,7,USED,Automatic,AWD,Unleaded,1.6,4.0,7.7,83289.0,Red,,VIC,SUV,4.0,5.0,29990.0,4284.285714285715
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,57201.0,Grey,Black,VIC,Sedan,4.0,5.0,26980.0,8993.333333333334
Mazda,3,2006,17,USED,Manual,Front,Unleaded,2.3,4.0,9.0,234410.0,Grey,,VIC,Sedan,4.0,5.0,7999.0,470.52941176470586
Mitsubishi,Eclipse,2019,4,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,44703.0,Grey,Black,VIC,SUV,4.0,5.0,29950.0,7487.5
Audi,Q3,2015,8,USED,Automatic,AWD,Diesel,2.0,4.0,5.2,132000.0,Grey,Black,QLD,SUV,4.0,5.0,21650.0,2706.25
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,50865.0,Silver,Black,VIC,Sedan,4.0,5.0,25490.0,8496.666666666666
Nissan,Navara,2020,3,USED,Automatic,4WD,Diesel,2.3,4.0,7.0,106849.0,Silver,Black,QLD,Ute / Tray,2.0,4.0,46990.0,15663.333333333334
Honda,CR-V,2012,11,USED,Automatic,Rear,Unleaded,2.0,4.0,7.7,167145.0,Brown,,VIC,SUV,4.0,5.0,16499.0,1499.909090909091
Toyota,86,2013,10,USED,Manual,Rear,Premium,2.0,4.0,7.8,32605.0,White,Black,QLD,Coupe,2.0,4.0,27990.0,2799.0
Subaru,WRX,2018,5,USED,Manual,AWD,Premium,2.5,4.0,11.2,29030.0,White,,VIC,Sedan,4.0,5.0,61950.0,12390.0
Hyundai,Kona,2021,2,USED,Automatic,AWD,Unleaded,1.6,4.0,6.9,15715.0,White,Black,VIC,SUV,4.0,5.0,42990.0,21495.0
Honda,Jazz,2015,8,USED,Automatic,Front,Unleaded,1.5,4.0,5.8,78254.0,Black,,VIC,Hatchback,5.0,5.0,23950.0,2993.75
Ford,Ranger,2013,10,USED,Automatic,4WD,Diesel,3.2,5.0,9.2,255307.0,White,,QLD,Ute / Tray,4.0,5.0,27990.0,2799.0
Ford,Escape,2016,7,USED,Automatic,AWD,Premium,2.0,4.0,8.8,110166.0,Black,,QLD,SUV,4.0,5.0,22990.0,3284.285714285714
Holden,Captiva,2015,8,USED,Automatic,Front,Unleaded,2.4,4.0,9.0,123500.0,Silver,,VIC,SUV,4.0,7.0,11990.0,1498.75
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,53913.0,Silver,Black,VIC,Sedan,4.0,5.0,25490.0,8496.666666666666
MG,MG3,2022,1,NEW,Automatic,Front,Premium,1.5,4.0,6.7,10.0,Silver,Black & Grey Tartan,VIC,Hatchback,5.0,5.0,20980.0,20980.0
